user,date,renderedContent
detik_jateng,2022-10-31 19:09:48+00:00,"Vaksin Booster Semarang November 2022, Jadwal dan Link Daftarnya https://t.co/Hr0cRnCFeu"
the_riddle96,2022-10-31 18:04:44+00:00,"@MprAldo beh angkat lagi kasus FUCKSIN soalnya ada bayi meninggal gagal ginjal akut tanpa minum obat,  sebabnya minum ASI sang ibu yg sudah di VAKSIN BOOSTER BERKALI KALI ,    PLEASE ANGKAT LAGI ISSUE INI DONG !!!!!!!!"
amerdigun,2022-10-31 16:15:16+00:00,@ndagels sudah vaksin booster belum?kalo belum tidak bisa naik kereta lho...
Bubud49956716,2022-10-31 15:28:59+00:00,Info vaksin booster di bandung dong gaiss:(lagi urgen nihhh
wonuxly,2022-10-31 15:27:48+00:00,w ikut degdegan soalnya mau vaksin booster ini udh lewat setahun wkwk ternyata gpp
cruisedkidd,2022-10-31 14:51:00+00:00,info vaksin booster di surabaya dong
pjiminx_x,2022-10-31 14:43:46+00:00,"@nyezl @refuxnd Gak takut, gue udah vaksin booster."
karawangfess,2022-10-31 14:24:39+00:00,"Gokar!
Info vaksin booster dong,daerah karkot,selain di technom*rt..
Mksh"
republikaonline,2022-10-31 14:13:58+00:00,Ketua Satgas Covid-19 Bandung sebut semua kecamatan harus terlayani vaksin booster. https://t.co/JkxExZfTIp
letmebe_yoursun,2022-10-31 14:04:23+00:00,Info vaksin booster sekitaran Jakarta dong
aulio___a,2022-10-31 13:54:45+00:00,Puyeng bgt mikirin vaksin booster yg ga keliatan di peduli lindungi
MakoOrca,2022-10-31 13:41:14+00:00,Vaksin booster daerah tgr dah ada blom siyyyy iwwww
vvearyyyy,2022-10-31 13:18:51+00:00,Udh setahun lebih gue baru vaksin booster😭
Zuma675,2022-10-31 13:13:00+00:00,"@nctzenbase hai gais ini kan aku dapet tiket konser the link besok,dan masalah nya aku belum vaksin booster,dan nyari kesana kesini pada ngga ada hhu...tolong dong kali aja ada yang tau buat vaksin booster di Tangerang makasih
#Vaksin"
beaucalax,2022-10-31 13:07:14+00:00,jasa nembak jual joki vaksin / booster 150k. proses cepat langsung dm aja #zonauang #zonajajan
cogilsbatdah,2022-10-31 12:54:26+00:00,Nyari jadwal vaksin booster yang available malah nemunya vaksin nembak kebanyakan 🤦‍♂️
radarbangsa_com,2022-10-31 12:38:06+00:00,Percepat Penyuntikan Vaksin Booster Pemerintah Distribusikan 5 Juta Vaksin Pfizer ke 25 Provinsi https://t.co/Nz3VWuypkv
medcom_id,2022-10-31 12:25:44+00:00,"32,06% Masyarakat Rentan dan Umum Terlindungi Vaksin Booster https://t.co/smRVMgPl2v"
YP14_,2022-10-31 12:17:00+00:00,Mungkin ada yg tau lokasi vaksin booster gotong royong itu ada dimana? Kalo bisa yg gratis😭😭😭
MashudiRbg,2022-10-31 12:02:21+00:00,"@DokterTifa Sejak vaksin Booster, jantung saya lemah. Setiap ada yg ketok pintu, deg2an takut orang nagih hutang. Efeknya lama ini memang. Ngeri"
KAI121,2022-10-31 11:37:03+00:00,"@wiermans Sehingga apabila penumpang belum mendapatkan vaksin booster, tiket bisa dibatalkan paling lambat 1 jam sebelum keberangkatan di loket stasiun yang melayani. Trims. |2"
RisqyEmen,2022-10-31 11:35:15+00:00,"@KediriFess udah gak ada syarat antigen lagi nder, fasilitas antigen di semua stasiun jg udah ditutup lama.. tapi semua calon penumpang wajib udah vaksin booster.."
OphieMalinda,2022-10-31 11:24:41+00:00,"@dr_koko28 Aku kena covid pertama Dec 20, belum vaksin. Kena long covid, ubanan sekepala &amp; jadi pelupa. Kena covid omicron setelah booster, gak berat. Cuma istirahat 3 hari. Tp kmrn jalan2 ke singapur mrk percaya vaksin-booster works, mknya aman jalan2"
detik_jateng,2022-10-31 11:16:03+00:00,"Vaksin Booster Bantul Awal November 2022, Jadwal dan Link Daftarnya https://t.co/pVeS8JpW52"
worksfess,2022-10-31 11:12:15+00:00,"Work! Aku dapet undangan intv dan disuruh bawa fc skck sm sertif vaksin booster, aku gada skck sm blm booster (posisi abis melahirkan) gas aja gaksi? Nanti bisa nyusul gitu syarat yg blm ada?"
blinkmf,2022-10-31 11:10:00+00:00,"[bp] gais mau nanya dong, jdi kan adek aku mau ikut nonton bp tapi dia belom vaksin booster karena umurnya di bawah 17 dia tetep bisa masuk ga sih?tapi nanti tetep aku temenin gituu pas konser"
tribunpontianak,2022-10-31 11:05:49+00:00,"Syarat Baru Naik Pesawat Bulan November 2022 Khusus Penumpang Belum Vaksin Booster
 
https://t.co/r7lFYHLmWU lewat @tribunpontianak"
bso_ozan,2022-10-31 09:44:16+00:00,Min @infomalang karo mas @yusufgunawan ono info vaksin booster dino Sabtu-Minggu? Nowus infone
jaenduyy,2022-10-31 09:43:06+00:00,"@KAI121 Minnn, kalau vaksin booster di Cirebon, ada di Stasiun mana aja ya? Mohon infonya🙏"
AlexDelpier010,2022-10-31 09:14:09+00:00,"@dr_koko28 Gw abis sembuh dr covid dan vaksin booster 1 efeknya kaya sinus, dan bini gw jg sama ngerasain gejala sinus. Damn"
genkidesung,2022-10-31 09:11:15+00:00,vaksin booster di karawang dan sekitarnya banyak banget per november nanti🥹 https://t.co/MoYJhYMhz8
axdelwine,2022-10-31 08:57:25+00:00,"@KAI121 hello min mau nanya, kalo vaksin baru vaksin ke dua apa bisa melanjutkan perjalanan? apa wajib vaksin booster?"
SpesialFollower,2022-10-31 08:30:36+00:00,@ridwanhr Dari pagi udah lihat cuitan ini. Dan sore baru ngerti maksudnya. Apakah ini pemgaruh dari Vaksin Booster?
Husen2801,2022-10-31 08:28:18+00:00,"@KAI121 mohon info miin, besok ready kah vaksin booster di PSE?"
GabusTerbang,2022-10-31 08:21:14+00:00,@KemenkesRI begitu sulit dapat vaksin booster MODERNA
worksfess,2022-10-31 08:16:24+00:00,"Work! Aku kan mau walk interview,nah tapi disitu syarat nya harus booster kan
Tapi sender baru vaksin 2 apakah boleh klo blm vaksin booster"
Yayas28835138,2022-10-31 08:12:48+00:00,"@Hilalndi @KAI121 Hi kak bantu jawab kalau naiknya KA Kaligung, Kamandaka sm Joglosemarkerto minimal vaksin 1 ya kak. Selain 3 KA tsb brarti harus vaksin booster :)"
leejuyolee,2022-10-31 08:05:56+00:00,"nyari vaksin booster susah banget sekarang anjir, ini gemana adek gue mo nonton konser, kesian amat dah."
purpleberrybear,2022-10-31 07:34:53+00:00,Bakal ada vaksin booster dosis kedua kah? https://t.co/PrDbMiyfiN
kotajaktim,2022-10-31 06:57:20+00:00,"Dari @DKIJakarta

Covid-19 masih ada di sekitar kita. Yuk, tetap disiplin protokol kesehatan dan lengkapi vaksinasimu dengan vaksin booster.

#jagajajakarta
#JakartaTanggapCorona
#HadapiBersama
#jakartabangkit #dkijakarta

Infografik: @majalah.jakita https://t.co/O7mWZ8R1aQ"
antozz,2022-10-31 05:56:24+00:00,"@txtdrjkt Ini di dalam mall kan? Bukannya masih berlaku PPKM &amp; prokes ke mall mesti vaksin booster.

Sungguh ambigu kondisi skrg... Kalau memang sdh dibebaskan seperti itu apalagi di ruangan tertutup, sebaiknya PPKM ditiadakan saja &amp; syarat vaksin2 nggak perlu ada.

https://t.co/8GFARNulvi"
ErmthA,2022-10-31 05:49:51+00:00,"@aeribase Eri kalo gapake vaksin booster kira2 bisa gayah, tmen aku pngen ikut liat jga tapi dia gaada vaksin booster 🙏"
haechannahchae,2022-10-31 05:40:07+00:00,info vaksin booster bandung dong
asteriaphile,2022-10-31 05:34:22+00:00,@jjxxlly Serem weh w cupu ✋😥 gpp gw udah vaksin booster sm modal nyebut aja
swrystwbry,2022-10-31 05:08:47+00:00,@TNJAirport info yang belum vaksin booster karna stock ga ada di tnjpinang min. Apakah tetap boleh terbang?
ari_aditya,2022-10-31 05:00:17+00:00,"@erickthohir Saran u/ Pak @erickthohir 
Pandemi sudah berlangsung tahunan
Sebaiknya diselenggarakan penghargaan u/ perusahaan swasta&amp;UMKM yg kerjasama dgn BUMN yg sudah beri vaksin booster ke seluruh karyawannya,mulai dr sektor perbankan hingga energi agar pandemi segera jadi #endemi
@jokowi"
fakbnget,2022-10-31 04:54:33+00:00,gw gak ambil vaksin booster karena ngerasa setelah vaksin satu sm dua jd gampang bgt sakit.
COVID19LiveNow,2022-10-31 04:37:22+00:00,"Epidemiolog: Covid-19 XBB Merebak, RI Harus Genjot Vaksin Booster https://t.co/PlT7PslnV8 https://t.co/VxrW9fwcDW"
nominensiti,2022-10-31 04:36:29+00:00,@nojaemjo Jadi was was nanti konser gimana kalo belum vaksin booster 😭
kakluluu,2022-10-31 04:12:25+00:00,Ngaku influencer tapi hari gini masih nyari vaksin booster. 😅🤣
nominensiti,2022-10-31 04:00:23+00:00,"Nyesel dulu gak ikut vaksin booster, skrg mau vaksin stock nya kosong 😭"
honeyyypeach_,2022-10-31 03:52:41+00:00,"info vaksin booster di bandung dong🙏🏻
mohon dibantu ya temen-temen, makasih🙏🏻🙏🏻"
siBolangC9p5,2022-10-31 03:48:32+00:00,"@jokowi Pak , vaksin booater apa masih ada bulan ini , saya chek ke faskes semua bilang stok kosong , padahal kuota dan tiket saya belum saya pake, apa ada jual beli kuota tiket vaksin booster ? #seriusTanyaPak"
jinhwanieraa,2022-10-31 03:46:09+00:00,"Demi apapun sesusah itu untuk dapet vaksin booster, disini kosong semua😭
Kemaren udah dijanjiin hari sabtu, pas kesana pada bilang gaada dan ada senin, sekarang kesitu lagi eh tetep gaada, hopeless banget nyari vaksin aja ge😭"
DKIJakarta,2022-10-31 03:32:14+00:00,"Covid-19 masih ada di sekitar kita. Yuk, tetap disiplin protokol kesehatan dan lengkapi vaksinasimu dengan vaksin booster.

#jagajajakarta
#JakartaTanggapCorona
#HadapiBersama
#jakartabangkit #dkijakarta

Infografik: @majalahjakita https://t.co/9ZoDjRH21V"
jabarekspres,2022-10-31 03:07:10+00:00,Info 10 Lokasi Jadwal Vaksin Booster Kota Bandung November 2022 https://t.co/NY3etmbzfZ
KAI121,2022-10-31 03:03:02+00:00,@oticaaa Mohon maaf Kak. Saat ini penumpang KA Antar Kota usia 18 tahun ke atas wajib sudah mendapatkan vaksinasi ketiga (booster) dan pemeriksaan hasil negatif RT-PCR/Rapid Antigen tidak berlaku ya. Railmin imbau silakan untuk vaksin booster terlebih dahulu. Trims.
KAI121,2022-10-31 02:56:52+00:00,@afifuddin_ala Selamat pagi Kak. Bagi penumpang KA Antar Kota usia 18 tahun ke atas wajib sudah mendapatkan vaksinasi ketiga (booster) dan pemeriksaan hasil negatif RT-PCR/Rapid Antigen tidak diperlukan ya. Railmin imbau silakan untuk vaksin booster terlebih dahulu ya Kak. |1
tifanninf_,2022-10-31 02:55:26+00:00,Info vaksin booster dong teman2🙏
kalokaloco,2022-10-31 02:38:11+00:00,@budhacemengan @Hilmi28 8. Udah vaksin booster atau belom
oticaaa,2022-10-31 02:32:14+00:00,"Pagi min, utk kebijakan keluar kota ada pembaruan diwajibkan booster ya? kebetulan di kota saya Banyuwangi, vaksin booster di klinik / puskesmas semuanya sdg kosong sudah 2 bulan ini, sedangkan minggu depan saya harus berangkat keluar kota, bgmn solusinya yah min? @KAI121"
binnieeeskz,2022-10-31 02:29:53+00:00,"AKU SUDAH VAKSIN BOOSTER GUYS, AAAAAA SEE YOU ANAK ANAK NYASAR ❣️"
sushitouya,2022-10-31 02:13:47+00:00,"This applies to all fandomーhuman and society in generalーkalo udah rencana mau nonton konser atau traveling, persiapkan dari jauh hari buat vaksin/booster"
BaseAnakFK,2022-10-31 02:03:12+00:00,dok vaksin booster kalo imun lagi gaenak gapapa ga ya? apa tunggu fit dulu tubuhnya? sender bingung lagi bapil tp mau vaksin ragu huhu
enakin_skywalkr,2022-10-31 01:50:58+00:00,"Met pagi…!

Info vaksin booster dong yang utama pfizer ya, darrah Tangsel/Jaksel ya, soalnya kalo ke Jakut kejauhan.

Trims 🙏🏻😊"
halfhooman_,2022-10-31 01:48:14+00:00,"info vaksin booster daerah jaksel, tangsel, jakbar dsk dong guis 😬"
poetra1804,2022-10-31 01:44:17+00:00,"@satgascovid19id Halo Satgas covid 19...terkait dgn tidak ada nya vaksin booster sampai saat ini..apakah ada kebijakan untuk penerbangan domestik
 ? Mohon @kemenhub151 dan Pak @BudiKaryaS untuk kebijakannya"
SUNDA_FESS,2022-10-31 01:35:13+00:00,"Daks, manawi aya nu gaduh info vaksin booster di palih mana? Nuju peryogi kanggo persyaratan🙏 nuhun"
sebarberitacov,2022-10-31 01:31:45+00:00,"Jaga jarak, patuhi prokes, vaksin booster lengkap Senin
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
@singkepBarat
@SingaManiaPasib"
SArea78,2022-10-31 01:28:52+00:00,"@KemenkesRI @Jokowi_RI 
tolong di perhatikan VAKSIN BOOSTER di pangkalpinang sudah 3-4minggu kosong,gmn nasib pekerja yg harus pergi keluar sdgkan syarat wajib booster domestik setiap di tanya gatau kapan ada
Tolong di perhatikan banyak warga yg belum dapet vaksin booster"
SArea78,2022-10-31 01:23:39+00:00,@KemenkesRI @NadiaWiweko @TjandraAditama_ @DiahSaminarsih @StopTBIndonesia @Indonesia_G20 Vaksin booster sulit dimana2 gmn warga yg belum vaksin ... pangkalpinang sudah 3-4mingu kosong tiap di cek ke puskesmas KOSONG ditny kapan gatau blum ada kabar tlg di perhatikan ini
yuuyaphile_,2022-10-31 01:18:10+00:00,"@HaNyan_23 @_Icci_ Mjb, ibuku aja pas vaksin pertama ga dpt sertif. Yg vaksin kedua malah diitung vaksin pertama:)) jadinya vaksin booster juga diitung jdi vaksin kedua. Ibuku jadi ga bsa msk ke tmpt2 kyk mall krn dianggap blm vaksin booster"
LightGirl0702,2022-10-31 01:08:45+00:00,"Selamat pagi @KAI121, apakah hari ini terdapat vaksin booster di stasiun Purwokerto, kemudian apakah masyarakat umum diperkenankan untuk vaksin booster tersebut? Kesediaan vaksin booster di purwokerto kosong dimana""🙏"
rachmaghnia,2022-10-31 00:55:26+00:00,Mohon info ketersediaan vaksin booster untuk wilayah jabodetabek @KemenkesRI @satgascovid19id @infoppkk
skrdlla,2022-10-31 00:47:18+00:00,Menghadeh karena baru mau vaksin booster
maarkkligf,2022-10-31 00:36:35+00:00,keknya nih ya kalo ga ikut konser nct mungkin gw bakal lebih ngaret lagi buat vaksin booster
PradikkoGusti,2022-10-31 00:24:46+00:00,"@gibran_tweet Mas wali info vaksin booster di solo, dimana ya"
OzhiJabrix,2022-10-30 23:54:49+00:00,@dinkesJKT Mohon infonya untuk jakbar yg masih ada kuota untuk vaksin booster
OzhiJabrix,2022-10-30 23:51:56+00:00,@dinkesJKT Mohon info vaksin booster yg punya stock.. Byk yg pada kosong...
sasaranbina,2022-10-30 23:22:40+00:00,"@kholishahts @wlaha_sarimbit @dr_koko28 Gua saranin, vaksin booster dua dan 3. Biar selamanya gak kena covid!!"
KAI121,2022-10-30 23:17:38+00:00,@dikalasejda Selamat pagi Kak. Bagi penumpang KA Antar Kota usia 18 tahun ke atas wajib sudah mendapatkan vaksinasi ketiga (booster) dan pemeriksaan hasil negatif RT-PCR/Rapid Antigen tidak diperlukan ya. Railmin imbau silakan untuk vaksin booster terlebih dahulu ya Kak. |1
nevyforee,2022-10-30 23:16:35+00:00,"Nungguin umur 18th buat ngerayain ultah❌
Nungguin umur 18th buat di vaksin booster✅"
Anggita_lung,2022-10-30 23:06:13+00:00,"@Andiriego_ Segera lengkapi vaksin booster mu 
#ProkesPutusRantaiKovid"
BlibliCare,2022-10-30 18:19:40+00:00,"@n0tyourbyy Halo kak, Mimin saranin bisa Booster dulu ya :) karena untuk usia 18 dan 18 tahun keatas wajib sudah vaksin Booster ya -Moses"
chaniiecan,2022-10-30 17:02:00+00:00,"@aeribase Halo nder, izin jawab ya. Setau ku kalo belum 18 gapapa kok belum vaksin booster, asal nanti scan peduli lindungi aja"
piggyfeelll,2022-10-30 16:13:18+00:00,"@malarthagading Hai min, mau nanya masih bisa vaksin booster gak nanti november"
KAI121,2022-10-30 14:48:56+00:00,"@xbluemisu @CommuterLine @keretaapikita Selamat malam. Jika hendak naik KA antar kota, penumpang usia 18 tahun keatas wajib sudah menerima vaksin booster ya Kak. Info lengkap pada link https://t.co/Gex6hLrT8U. Jika nantinya baru menerima vaksin ke 2, belum diperkenankan naik KA antar kota. Trims."
apasipasipasi,2022-10-30 14:43:21+00:00,H-5 The link jkt yg udh ku persiapkan cuma kartu vaksin booster 🙃
revietam,2022-10-30 14:36:19+00:00,"@KAI121 Mimiiin, kalau vaksin booster di Cirebon, ada di Stasiun mana àja ya? Mohon infony"
caramelegy,2022-10-30 14:05:05+00:00,"@undipmenfess aku habis vaksin booster jadi ngantuk bbrp hari, trs habis itu sakit gigi minum obat langsung tidur seharian. Kata bpkku, bukan salah obat atau vaksinnya, aku hari biasa aja juga tidur mulu😭 mungkin kamu kaya aku nder"
ubsansfess,2022-10-30 13:45:01+00:00,Braw! Info vaksin booster yg masi ada di mlg dong. TIA
JenyQueenesia,2022-10-30 13:31:32+00:00,"kejadian bikin pecah kepala terulang

1 seminar hasil
2 vaksin booster

😭😭😭😭"
apiing_,2022-10-30 13:15:04+00:00,"@KAI121 min mau tanya @KAI121 , di stasiun Pasar Senen ada untuk vaksin booster gaa ya??"
BuceenKdrama,2022-10-30 13:10:52+00:00,"@purplegreendks Yaa kak gak cuma di jkt aja tp semua Indo kyk gtu, tp klo penjaganya santai biasanya yg vaksin 2 dibolehin masuk sih, cuma mungkin Karna ini bintang Dr sokor plus bakal bnyk kerumunan keknya wajib vaksin booster deh, di jkt bnyk gratis kok kak"
akundihackmulu,2022-10-30 12:53:25+00:00,"@Cintaadhytia_ @balballbull @KAI121 @DPR_RI @kemenhub151 @fadlizon @Fahrihamzah @DokterTifa @VIVAcoid @CNNIndonesia Goblog, yg gw masalahin masalah pembelian, malah vaksin booster yg dibahas. Tolol emang"
scorpiogirllz,2022-10-30 12:52:33+00:00,info vaksin booster di cimahi/bandung doong🥲
Cintaadhytia_,2022-10-30 12:29:20+00:00,"@akundihackmulu @balballbull @KAI121 @DPR_RI @kemenhub151 @fadlizon @Fahrihamzah @DokterTifa @VIVAcoid @CNNIndonesia Ayo masss vaksin booster, trus ikuti aturan yg adaaa , pasti boleh dongg masuk kelas eksekutif yg nyaman begini, malem2 dpt selimut lohhh.. suatu layanan publik bukan??🤣🤣 https://t.co/WbJ0mZyanF"
Peanuts84350223,2022-10-30 11:47:02+00:00,"Yg butuh vaksin booster ❌💉udah dpt sertif &amp; peduli lindungi, dm

#BLACKPINKTICKETS
#BLACKPINKINJKT
#NCT"
beritacovid,2022-10-30 11:44:50+00:00,"#Vaksin Booster Covid-19 Kosong di Kabupaten Tangerang, Masyarakat Diminta Waspadai Varian Baru XBB - https://t.co/f6EAbBEfbg - Fajar Indonesia Network #Covid #Covid19 https://t.co/2G4MOGHkjK"
AZHARFRS,2022-10-30 11:40:31+00:00,"Media mainstream sendiri padahal sudah mengakui klo vaksin booster meningkatkan resiko radang jantung, semakin banyak dosisnya semakin tinggi resikonya. Maka disarankan yg udah vaksin booster jangan terlalu capek/lelah demi kesehatan jantungnya tapi dialihkan dgn isu long covid."
yeoldorado14,2022-10-30 11:33:41+00:00,"Gais… yg penting buat nonton konser #thelinkinjkt besok tuh:
1. Udah vaksin booster
2. Punya tiket (dibawa gais jgn ketinggalan)
3. Makan &amp; minum cukup
4. HP &amp; powerbank

Lightstick tuh ga harus sebenernya. Yg penting kalian enjoy the concert. Jangan riweuuhh 😭😭"
terbaikh1,2022-10-30 11:29:58+00:00,@PNS_Garis_Lucu Belum vaksin booster kali wkwkkw
desh_oshh,2022-10-30 11:27:54+00:00,"@whitelab_id aku rela vaksin booster, rela nunda lamar kerjaan dan rela ngabisin tabungan demi dapetin golden ticket untuk meet &amp; greet sama Sehun jd fliss smga ak bs ktmu tuan muda oh sehun 🥹🥹🥹 semua akan ku lakukan demi piyak 😭😭😭 #WhitelabXSehun #ScientistGanteng https://t.co/iAzYU5vYJV"
WooyoungMar,2022-10-30 11:20:47+00:00,"Maju lo semua baju bolong dada, bolong punggung, bolong tangan, baju ketekan, kaos kutang!!!

Gua ga takut!!! Gua usah vaksin booster!!!"
malaikatofc,2022-10-30 11:10:50+00:00,"jangan lupa untuk mengisi daftar kehadiran yaa! ayo disiapkan aplikasi peduli lindunginya, yang belum vaksin booster boleh ngantri di sebelah kanan ya!!"
Yustin0309,2022-10-30 11:07:44+00:00,@gibran_tweet mase..vaksin booster di solo jik susah njih? Deket2an laweyan dimana ya ada vaksin booster?
lemmegotbetter,2022-10-30 10:37:37+00:00,"@osijicare @SayaChristopher Permisi kak, mau tanya. Dulu saya vaksin dosis 1 sinovac, trs vaksin 2 kok dikasih astra, ya? Trs klo mau vaksin booster bisa pake apa? Terima kasih sebelumnya 🙏"
TheSilenceLife,2022-10-30 10:28:38+00:00,@GhibahNaqMetal Belum vaksin booster bang
cucudjasukii,2022-10-30 10:25:41+00:00,"@KAI121 selamat sore, mau tanya kalau naik kereta Joglosemarkerto (kta - pwt) apakah syarat vaksin booster berlaku?"
yayukz_,2022-10-30 10:18:21+00:00,"@infomalang @KAI121 Terima kasih kak, apa ada info vaksin booster kak? Saya sudah tanya pmi belum ada respon"
KAI121,2022-10-30 09:52:20+00:00,"@yayukz_ Selamat sore Kak. Syarat menunjukkan hasil negatif RT-PCR/Antigen sudah dihapus ya. Bila Kakak belum vaksin booster, Railmin sarankan untuk segera melakukannya. Karena calon penumpang KA Jarak Jauh, usia 18 tahun ke atas |1"
yeyowhyu,2022-10-30 09:31:19+00:00,@aeribase ga harus sih tp paling pas scan merah terus sama satpamnya di bilang 'nanti next jangan lupa vaksin booster ya ka'
